name,artist_1,artist_2,uri,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Old Number Seven,'The Devil Makes Three',,spotify:track:7FqrsV0vBwNiQNQI6jfzni,200720,0.571,0.427,11,-7.574,1,0.0405,0.202,0.0,0.1,0.894,142.454
Life's a Gas - Remastered,'T. Rex',,spotify:track:1MU62iuv0tVWWVkqHcY1tx,144760,0.611,0.348,7,-13.426,1,0.0492,0.142,4.1e-05,0.0902,0.8,124.822
Sweet Sixteen,'Junior Wells',,spotify:track:554tjP6XmiXhVC0wOKnV02,292440,0.872,0.35,7,-15.043,0,0.0438,0.159,0.000881,0.0811,0.721,99.484
Synthetic World,'Swamp Dogg',,spotify:track:2SzN8aFto8qDLdA9Lj0txB,205573,0.787,0.335,10,-16.316,1,0.0335,0.144,0.00921,0.126,0.879,88.706
Will The Circle Be Unbroken,'The Staple Singers',,spotify:track:0lp6ElDURiuV9zUunkiIet,167467,0.619,0.111,1,-14.671,1,0.0343,0.954,0.0,0.11,0.521,73.095
Danger,'Betty Everett',,spotify:track:7BYMmERhqJIkdz4jEYobr7,163200,0.36,0.43,0,-11.433,0,0.033,0.325,5.63e-06,0.293,0.959,202.458
Sweet Dan,'Betty Everett',,spotify:track:6q3mQjEgSz6TRknm2b73rP,257333,0.754,0.347,7,-16.346,1,0.167,0.0602,0.0833,0.362,0.633,79.754
Let's Find Each Other Tonight,'Tweedy',,spotify:track:1qbzCC6GoPNf3FmfBg82rd,134720,0.771,0.648,7,-8.087,1,0.0326,0.268,0.00568,0.138,0.961,138.373
Little Girl in the Cabin,'P.F. Sloan',,spotify:track:1oyBCIrRoBCxf7KFygHAUR,139573,0.639,0.422,9,-8.383,1,0.0357,0.839,1.5e-05,0.141,0.819,131.773
Hard Working Woman,'Carey Bell',,spotify:track:31ffZ4rF6Ykpjrmbx3JK6U,278267,0.743,0.262,5,-15.226,1,0.0406,0.601,0.00093,0.184,0.46,78.84
Wind Wave,'America',,spotify:track:6gZ7YDssPhJCn5FmK04Acz,174533,0.636,0.348,0,-12.418,1,0.035,0.833,0.0166,0.229,0.674,110.19
Louie Louie,'Richard Berry & The Pharaohs',,spotify:track:0juIu6en9suS0xllFZN5yR,135267,0.864,0.582,0,-7.004,1,0.0565,0.31,1.02e-06,0.0597,0.987,121.363
Have Love Will Travel,'Richard Berry & The Pharaohs',,spotify:track:5DqQQa2lUrwveeNMkUQRmk,176827,0.807,0.892,9,-6.373,0,0.181,0.703,0.000453,0.143,0.965,132.685
Susan Jane,'Eugene McDaniels',,spotify:track:1YK68h2CmsE135IjbeQ10d,130827,0.724,0.382,7,-13.341,1,0.0417,0.535,0.0,0.112,0.604,109.71
I'll Never Get Out of this World Alive,'C.W. Stoneking',,spotify:track:3KBe6Jo0htFLfY9VKQXgc7,163893,0.601,0.322,10,-8.259,1,0.0495,0.959,0.00152,0.132,0.547,125.368
In New Orleans,'C.W. Stoneking',,spotify:track:0liOcZZI3coHDDjWvDeUFT,186507,0.623,0.508,11,-2.955,1,0.0281,0.727,6.56e-05,0.121,0.444,108.574
Where Did My Baby Go,'Howard Tate',,spotify:track:2H3MSKceh5Vd1SED7yE7Su,151040,0.665,0.742,8,-6.084,1,0.0406,0.286,0.127,0.185,0.858,88.921
I'd Rather Go Blind,'The Frightnrs',,spotify:track:3Ue6KAFvPDcHzacdJJNBwH,213254,0.667,0.562,9,-8.947,1,0.0986,0.3,0.00358,0.222,0.965,144.421
"Let Me Go Home, Whiskey",'Snooks Eaglin',,spotify:track:22UVizCSSrqVfXJ1o1jVQx,175813,0.644,0.302,10,-14.384,0,0.0464,0.719,0.00055,0.11,0.65,161.736
No Woman,'Whitney',,spotify:track:0URtGENIORu1ruWHbh27F7,238400,0.582,0.401,2,-8.731,1,0.028,0.9,0.538,0.157,0.45,112.357
I Used to Drink,'The Bonfire Band',,spotify:track:2jD5PNysWD84HTJY3TO7fG,156040,0.567,0.521,4,-7.361,1,0.124,0.508,2.69e-05,0.136,0.934,166.497
Cherrystones,'Eugene McDaniels',,spotify:track:2nM4LTXL0VtW0wovL4eeXv,191107,0.622,0.667,5,-10.42,0,0.175,0.479,5.33e-06,0.47,0.927,88.064
People Say,'Seramic',,spotify:track:7r1e30XqOMef85GNm1NwMa,224512,0.381,0.379,5,-8.351,1,0.0353,0.536,0.0322,0.0999,0.0629,95.501
Jungle Lullaby,'C.W. Stoneking',,spotify:track:27HDnrwDcidJWvFf9e42rC,294813,0.393,0.286,0,-13.696,1,0.0442,0.755,0.0747,0.584,0.326,86.352
Untouchable,'Jacob Bellens',,spotify:track:56XNoIhyNHTpYlrhb35hY4,325627,0.275,0.36,0,-12.667,0,0.0563,0.474,0.204,0.143,0.542,180.117
Get out of My Life Woman,'Lee Dorsey',,spotify:track:6DNgKv1sWH2505Z5SAqAXr,146267,0.841,0.4,6,-10.703,1,0.0334,0.294,0.000367,0.0335,0.855,89.594
Just The Smile - Remastered 2011,'Rory Gallagher',,spotify:track:4SerFNYQaB37s0mUUPU7NQ,219080,0.701,0.228,2,-19.146,1,0.0483,0.328,0.61,0.073,0.233,94.365
More Than Material (feat. Aloe Blacc),'Roseaux',,spotify:track:5LYBnFTdFXtqByAFmbmrmC,236573,0.841,0.098,5,-18.458,0,0.0757,0.753,0.0,0.236,0.528,108.094
Sweet Sugar You,'Richard Berry & The Pharaohs',,spotify:track:0IKJTM4nRpRfYSCz3CPwvF,168667,0.73,0.435,2,-8.308,0,0.0489,0.485,0.0,0.207,0.811,80.546
"Easin' In - From ""Hell Up In Harlem"" Soundtrack",'Edwin Starr',,spotify:track:2bHYI6zc7Z83yq0UsLxtaa,186000,0.853,0.477,6,-7.219,1,0.195,0.0574,0.069,0.103,0.822,87.657
What A Man,'Linda Lyndell',,spotify:track:20fHsQJ6sXz6EFN3VTPpOD,160547,0.583,0.751,7,-6.317,1,0.0407,0.37,0.0737,0.213,0.893,174.698
Lovelight,'Lewis Taylor',,spotify:track:3zj8Cym3DTRCke5p4e6Kz5,293239,0.765,0.686,1,-11.604,0,0.049,0.107,4.08e-05,0.166,0.797,99.126
Little Else,'How To Cure Dyslexia',,spotify:track:4DSewi1Kzv8lzXEkhgzO8r,152080,0.624,0.147,7,-18.859,1,0.0471,0.871,0.0,0.0734,0.166,113.347
Nobody Loves You Like Me,'Etta James',,spotify:track:642zT7k3UruDR8YvmrxawS,144373,0.616,0.431,5,-9.404,0,0.0314,0.812,0.0,0.168,0.718,115.205
There's Nothing I Can Do About It,'Mike And The Censations',,spotify:track:2HoiwYiZNt4cKGsuKBMxt1,149627,0.501,0.586,8,-4.95,1,0.036,0.541,0.000885,0.147,0.898,94.533
Jerome,'Jim Sullivan',,spotify:track:5iG3JqlGyAIIktdeAL5LZL,167213,0.448,0.697,9,-10.683,0,0.0394,0.323,0.108,0.105,0.5,89.54
Plain As Your Eyes Can See,'Jim Sullivan',,spotify:track:0Z7SBH67YDz6iZbDrfvNf0,147440,0.725,0.531,4,-12.325,0,0.0278,0.347,7.01e-06,0.126,0.872,98.601
Highways,'Jim Sullivan',,spotify:track:0lv8vzoworXjrezBYz912U,171053,0.528,0.479,9,-11.718,0,0.0366,0.0549,0.0,0.0666,0.482,87.22
U.F.O.,'Jim Sullivan',,spotify:track:6tHOHkapttrP6FEfXouCJ5,169600,0.493,0.719,0,-9.784,1,0.0411,0.424,0.00116,0.149,0.81,78.207
Take Out Some Insurance,'Jimmy Reed',,spotify:track:59sx7to0uLGxOoBduj4Qdf,139333,0.84,0.31,2,-10.584,1,0.0427,0.807,4.75e-05,0.111,0.531,111.252
What I'm Feelin' (feat. The Hamiltones),'Anthony Hamilton', 'The HamilTones',spotify:track:6tHPsvlK1PHG1IZSsAOdoY,239787,0.527,0.693,10,-5.702,0,0.0426,0.155,0.0,0.12,0.365,74.524
Inner City Blues (Make Me Wanna Holler) - Mono Single Version,'Marvin Gaye',,spotify:track:1yBK3D08b6PWjmYFvG2MeH,178004,0.67,0.525,10,-9.962,0,0.0315,0.763,0.0312,0.117,0.811,93.375
Send Her to Me,'Wayne Chance',,spotify:track:0UxvV0UBx0eBiYe2xYy5O5,158240,0.53,0.343,2,-12.204,1,0.0288,0.952,0.465,0.2,0.291,99.438
Work,'Charlotte Day Wilson',,spotify:track:42YrWn7KYjhJ2GfjTJ3HSY,224714,0.666,0.296,1,-8.219,1,0.0286,0.533,0.25,0.0768,0.15,130.047
Soul Sista,'Bilal',,spotify:track:1eetzMDPNpYSZOreBw7SSk,318667,0.706,0.326,8,-10.45,0,0.116,0.538,8.06e-06,0.171,0.705,145.976
Paint or Pollen,'Blind Pilot',,spotify:track:2zff2hHKHAr39oAJWWcU24,217400,0.681,0.366,9,-9.249,1,0.0344,0.893,0.0056,0.0863,0.326,134.616
California Shake,'Margo Guryan',,spotify:track:6XYVhCTWIzL32Rb5NhT0Da,207840,0.526,0.615,10,-8.693,1,0.0386,0.105,0.0477,0.207,0.533,78.966
1979,'Freedom Fry',,spotify:track:2KSezpA4CZxv1RkQvA1jXE,290519,0.53,0.259,7,-13.277,1,0.0298,0.914,0.00023,0.186,0.189,105.921
La culebra,'AfroCubism',,spotify:track:6jBKylooM9zAj2fMrtL4UL,213907,0.653,0.404,7,-9.156,1,0.0282,0.824,0.000113,0.106,0.807,113.659
Three Cool Cats,'The Coasters',,spotify:track:1fnbnxcdPJllTfyCIQj6rL,148560,0.727,0.484,5,-12.836,0,0.069,0.75,1.01e-05,0.248,0.759,126.682
Shoppin’ for Clothes,'The Coasters',,spotify:track:6SCXfBhttsOfhtt8ZvwENa,176907,0.615,0.116,5,-22.783,1,0.166,0.606,0.0,0.308,0.61,86.856
Summertime,'The Zombies',,spotify:track:7egTKPYxbWaaV1jEzb1rHu,137733,0.317,0.454,9,-8.161,0,0.0337,0.907,0.0022,0.113,0.395,178.73
Oh Lori,'Alessi Brothers',,spotify:track:0qauprwxQtkAy4HkmY98gr,199693,0.557,0.295,11,-11.89,0,0.0336,0.783,0.0,0.149,0.341,134.922
Seabird,'Alessi Brothers',,spotify:track:0GgiFRWRw2ohkiNJgpXtCe,186320,0.736,0.39,0,-13.143,0,0.0314,0.129,0.00018,0.128,0.643,126.015
Better Days,'The Meltdown',,spotify:track:0E51DDAZUu94xLS5D3D992,237585,0.798,0.559,7,-5.528,0,0.0346,0.602,0.000739,0.142,0.847,119.342
I'm Bad,'Bo Diddley',,spotify:track:11aZKx827dMwaBTpVWTwnR,196707,0.796,0.624,1,-7.63,1,0.166,0.794,0.0,0.333,0.746,111.97
Where Would You Be,'Yaw',,spotify:track:25zzMRzIXwmQGZFfcT2ug2,254453,0.355,0.287,4,-9.155,0,0.0364,0.642,4.94e-05,0.1,0.144,95.423
Meu Barquinho,'Janjão',,spotify:track:2Zn9bP6MC1fSPKD9rLiadC,191164,0.591,0.487,9,-11.489,0,0.0744,0.878,2.3e-06,0.229,0.658,113.732
Sit Down,'Otis Rush',,spotify:track:2CXbK44i7gCVh9wE0HDEfa,109453,0.796,0.312,9,-15.803,1,0.0611,0.654,9.7e-06,0.33,0.697,135.397
Searchin','The Coasters',,spotify:track:5DCqNn752dBJbjM6LEtQJU,159493,0.776,0.495,8,-13.861,1,0.0503,0.414,0.0,0.196,0.924,73.282
Smokey Joe's Cafe,'The Coasters',,spotify:track:7oOkQ84ksDufCn8TOE3pzc,166867,0.635,0.54,5,-9.688,0,0.102,0.511,0.0,0.339,0.758,102.96
Young Blood,'The Coasters',,spotify:track:55f4JiHsK46ftCjzr5CiKl,143027,0.503,0.447,8,-13.25,1,0.27,0.662,1.24e-05,0.341,0.681,111.264
Collapsible Plans (Sugar),'Tom Freund',,spotify:track:3fPTpxjFtrUHA0aU6bPByD,246160,0.674,0.427,7,-9.389,1,0.0291,0.567,1.29e-06,0.23,0.633,140.466
Right Thing,'Rosie Lowe',,spotify:track:6oQDZW3WBNso3GlfMY2fXb,275647,0.539,0.46,5,-9.969,0,0.0476,0.369,0.00465,0.18,0.143,119.051
Cruel Intentions,'JMSN',,spotify:track:6W8WXHRMOzNi5PDL6IxdlP,356255,0.523,0.301,11,-9.941,0,0.0836,0.351,0.000139,0.111,0.283,121.597
Peacetime Resistance,'Kings of Convenience',,spotify:track:1DVWXrKvuCLz9vV0qQhOsU,173600,0.69,0.372,4,-14.718,0,0.0715,0.787,0.506,0.0709,0.523,86.137
Stun Me,'Liam Bailey',,spotify:track:6mh25KbTaPESWAI63h3div,221320,0.763,0.437,8,-9.847,1,0.0557,0.35,7.13e-05,0.107,0.403,122.923
Long and Winding Road,'Dennis Brown',,spotify:track:7CHWKv4Qb9cIbmYKVUt22t,190667,0.666,0.57,0,-6.63,0,0.0619,0.638,0.000879,0.155,0.613,152.392
Younger Days,'The Fatal Flowers',,spotify:track:1hEeRFUwynarsuHUzWXXzG,188133,0.536,0.849,2,-6.956,1,0.0435,0.0185,3.27e-06,0.306,0.305,115.76
"Bluebell, Cockleshell, 123",'King Creosote',,spotify:track:0zMhb4F2ZqmBQwxDKpgeCa,128773,0.688,0.759,0,-7.324,1,0.0547,0.245,0.0624,0.436,0.925,172.068
Can We Really Party Today?,'Jonathan Wilson',,spotify:track:0pAxinYsCdtRS154znnO14,400867,0.391,0.261,7,-11.626,1,0.0326,0.219,0.000766,0.136,0.16,122.437
Time and Again,'Charlie Rich',,spotify:track:0mMxhDUtRGoDLU4MFxkm9S,192000,0.416,0.266,3,-13.342,1,0.0313,0.638,0.183,0.13,0.173,150.322
Marrakesh Express,'Crosby, Stills & Nash',spotify:track:6lPbvFOOpN4pltOqJp7ddN,159107,0.572,0.615,7,-13.702,1,0.166,0.245,0.000165,0.166,0.816,107.453
Sorrow,'The McCoys',,spotify:track:1wbLbdqR9JgR7o3bZ04v2M,123133,0.595,0.484,7,-12.959,1,0.0295,0.163,9.59e-06,0.357,0.925,114.652
Only Time - Live Acoustic,'Alibis',,spotify:track:7fuJpUoHsCRhGnR288Djv9,260250,0.574,0.392,4,-5.221,1,0.0326,0.843,0.0,0.115,0.195,79.398
Me And My Lonely Room,'Marvin Gaye',,spotify:track:73aRiMZYhyGGlzh4YZKNZY,172133,0.639,0.319,0,-14.473,1,0.0443,0.698,0.0,0.759,0.74,89.664
Keep Cool,'Howard Tate',,spotify:track:3HbkB5bXctCiRgQTLjmgQf,156987,0.599,0.668,7,-6.854,1,0.0585,0.767,0.000147,0.187,0.721,118.614
Cushy Sickness,'LPG',,spotify:track:7BHYnWHvz6c2KviGJ5c7vm,116800,0.56,0.552,0,-8.187,1,0.0308,0.0893,0.0244,0.0742,0.726,81.23
Say Boss Man - Undubbed Alternate Version,'Bo Diddley',,spotify:track:7L3yhqWQ7jY1oFIrQQvdRA,156828,0.874,0.415,11,-8.526,1,0.0456,0.699,0.0078,0.162,0.709,143.848
Someday,'G. C. Joseph',,spotify:track:7nh5QzITYx5NO2QMn1kjvJ,248373,0.651,0.544,0,-10.534,1,0.0301,0.354,0.214,0.125,0.397,93.995
Midnight Call,'G. C. Joseph',,spotify:track:0wPDhfwxwLn1uRiylaqvNQ,200440,0.656,0.302,4,-13.766,1,0.0364,0.855,0.000117,0.252,0.374,90.932
In Between,'G. C. Joseph',,spotify:track:58R4HZ3OxVvN0eVhIuGNsl,308560,0.601,0.352,9,-10.329,1,0.03,0.335,0.511,0.108,0.276,76.001
Turnin' Me Up,'BJ The Chicago Kid',,spotify:track:0FZTAm6OyJoAzAtLAsH0f9,269173,0.722,0.789,9,-4.364,1,0.0967,0.0372,0.142,0.0551,0.819,78.504
Run To The Sun,'N.E.R.D',,spotify:track:4KL31zh3XT59069m9naN6H,292107,0.776,0.75,10,-6.196,1,0.0973,0.133,2.06e-05,0.0494,0.863,96.949
I Think It's Going To Rain Today,'Joe Cocker',,spotify:track:7rji2mqX13TufyIw7Tg3FN,239093,0.309,0.358,2,-12.799,1,0.034,0.827,0.0158,0.554,0.239,88.103
She Came In Through The Bathroom Window,'Joe Cocker',,spotify:track:4jDmrladTDRNXCuz2WWn6l,156373,0.55,0.576,2,-9.399,1,0.0283,0.471,1.24e-05,0.0912,0.689,88.207
The Joker,'Steve Miller Band',,spotify:track:371VkfwKiXJxgH5ZPoQNHD,264504,0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293
Treetop Flyer - Demo,'Stephen Stills',,spotify:track:28WOPgOKgwSIs9JLjpRbeA,424227,0.671,0.241,7,-12.758,1,0.0622,0.874,0.000171,0.135,0.598,154.669
Lay Down,'Lail Arad',,spotify:track:1N05C871eVDOdKraM6AVml,201227,0.478,0.483,1,-7.345,0,0.0296,0.274,0.0,0.102,0.245,98.71
Live Here With You,'Dusty Springfield',,spotify:track:5lVGETeeU0mUlVP61jPMtH,161173,0.499,0.368,10,-12.648,1,0.0443,0.746,0.0,0.114,0.562,104.826
After All (I Live My Life),'Frankie Miller',,spotify:track:3ubf05bVf9ofDFKrbrZVH9,222973,0.628,0.252,11,-11.716,1,0.0323,0.42,0.000156,0.105,0.276,128.574
What Goes Around Comes Around - 2012 Remaster/Explicit,'Lenny Kravitz',,spotify:track:3pyjJrvYubl5klFaLTCLQg,289880,0.847,0.47,2,-9.053,1,0.0506,0.833,0.0932,0.195,0.74,124.415
Mellow Yellow,'Donovan',,spotify:track:4cix9zymmhisLuM56RDcB7,227227,0.71,0.319,2,-12.387,1,0.0667,0.534,0.0201,0.211,0.757,105.489
Call The Doctor,'J.J. Cale',,spotify:track:3WzPaEBISpEvPhIbN3TREc,147679,0.467,0.187,1,-18.557,0,0.0539,0.177,0.558,0.0909,0.639,243.034
Those Dancing Days Are Gone,'Carla Bruni',,spotify:track:5xWJkWQVLWTWTQCHLOhFO9,221467,0.552,0.397,6,-9.884,1,0.249,0.075,0.00105,0.365,0.684,75.683
Paulette,'Balla Et Ses Balladins',,spotify:track:0CFLjiBPNO1P2H6LpmSr9w,462000,0.784,0.424,4,-14.928,0,0.0399,0.656,0.00338,0.131,0.919,132.409
Gotta Cheer Up,'Cotton Jones',,spotify:track:2m5feMvaFG0SL3phKrX9kq,192613,0.523,0.631,2,-7.494,0,0.0262,0.397,0.000163,0.123,0.715,105.096
"Part One - Hey, No Pressure",'Ray LaMontagne',,spotify:track:64aCMaBE1o5aExuqAtVht6,394200,0.434,0.748,1,-7.707,1,0.0522,0.11,0.000273,0.102,0.703,151.265
Slip Away,'Don Bryant',,spotify:track:08oFtjZqSEoHFRGZvaiGwi,162133,0.735,0.533,1,-10.234,1,0.0367,0.737,0.0,0.0395,0.885,111.518
High On You Mama,'Steve Miller Band',,spotify:track:4JuuzI8o20fNaJUgLP8z5f,222640,0.568,0.252,2,-23.193,1,0.0349,0.666,0.0985,0.137,0.539,73.908
Journey From Eden,'Steve Miller Band',,spotify:track:0B3qPo5oqzPm4dkb390N3l,405507,0.552,0.26,2,-19.2,0,0.0242,0.754,0.0832,0.0855,0.701,88.686
Love Is No Big Truth,'Kings of Convenience',,spotify:track:3PuZLKitJljLTaLjwPvFik,228360,0.843,0.609,1,-8.013,0,0.0372,0.262,0.657,0.0641,0.879,142.009
The Spinning Wheel,'Cotton Jones',,spotify:track:767c0TmMJZzlFWApfmNimc,206773,0.403,0.316,7,-12.73,0,0.0687,0.842,0.0038,0.11,0.196,147.462
Killing Me Softly With His Song,'Fugees',,spotify:track:1MAqR81Tz28IIqMJ2KUDAO,298773,0.765,0.29,4,-17.117,0,0.139,0.0279,1.02e-06,0.571,0.506,92.409
"We Meet, We Part, We Remember",'The Holmes Brothers',,spotify:track:2hiO5jJiNVytdaYLOh4rt3,236467,0.825,0.54,9,-7.787,1,0.0425,0.43,0.00221,0.111,0.757,101.942
Concrete Jungle,'The Holmes Brothers',,spotify:track:75jtDUwRxq3FcYfamL2pnk,326800,0.584,0.407,4,-10.15,0,0.0519,0.799,0.000344,0.109,0.536,146.078
Love the One You're With,'Stephen Stills',,spotify:track:3NNkJwiHucP5QyUEAIMXra,185587,0.567,0.65,0,-6.924,1,0.0325,0.0281,4.03e-06,0.107,0.146,97.279
Change Partners,'Stephen Stills',,spotify:track:72uu4NWtcJhbcfUyxZfiwG,197600,0.363,0.638,9,-11.737,1,0.0508,0.108,0.0,0.108,0.505,165.239
Singin' Call,'Stephen Stills',,spotify:track:6pvsoaT0kRCdIkOiZs8hqV,180960,0.556,0.384,2,-15.674,1,0.0297,0.245,0.000552,0.135,0.411,79.404
Easy,'Aaron Taylor',,spotify:track:6bPk3V91v7xEXcXBGVB2Yr,200353,0.798,0.453,7,-5.859,0,0.0973,0.382,0.00276,0.0567,0.61,87.951
Papa Ain't Salty,'T-Bone Walker',,spotify:track:1OGh5aeiGiNvuD37LiNN99,167000,0.573,0.488,0,-12.409,1,0.0487,0.674,0.00264,0.165,0.715,109.119
Sooth Lady Wine,'Matt Corby',,spotify:track:4hveFhtWRaiFlirifQeR8J,275729,0.463,0.769,1,-6.397,0,0.0772,0.302,0.000738,0.0988,0.31,101.128
Can't Find My Way Home,'Ellen McIlwaine',,spotify:track:5EDN3AP8pLIOtvgqYdZ4gl,219800,0.438,0.213,6,-11.098,1,0.027,0.936,4.84e-05,0.106,0.222,155.279
Highway To Heaven,'The Dramatics',,spotify:track:7zRkhT0pRnTocHKoVQUbip,238080,0.586,0.543,5,-11.018,0,0.0603,0.559,0.000334,0.0892,0.843,120.208
I Don't Know,'Nick Hakim',,spotify:track:6ejOqrr7r2LcUDxIqZyygp,299839,0.512,0.313,2,-9.528,1,0.0392,0.722,0.0163,0.112,0.116,110.237
White Moth,'Xavier Rudd',,spotify:track:6sH9pDt2PSwN9WPsKVLrsO,128600,0.66,0.396,2,-8.074,1,0.0451,0.939,0.00108,0.11,0.718,104.786
Walk A Mile In My Shoes,'Willie Hightower',,spotify:track:420zgTIHbgB23icCE9GarL,200547,0.642,0.599,11,-11.24,1,0.0343,0.335,0.0,0.625,0.954,96.79
Back Road Into Town,'Willie Hightower',,spotify:track:1DbC9u8aq3VRU3o58uJMpg,229880,0.635,0.65,0,-9.778,0,0.0574,0.604,0.000604,0.691,0.93,80.115
If I Had a Hammer,'Willie Hightower',,spotify:track:4oVbuHfNAGuxqWyPw9T2qF,170280,0.562,0.296,6,-16.838,1,0.0329,0.482,7.27e-06,0.567,0.931,62.113
Nobody But You,'Willie Hightower',,spotify:track:4LuslnC0crY33QmWBerxLW,138933,0.53,0.322,11,-12.664,0,0.0334,0.826,0.0,0.467,0.627,123.194
Time Has Brought About A Change,'Willie Hightower',,spotify:track:2g0M7NmJf9GEcwl5RXViQe,183880,0.384,0.297,9,-13.706,1,0.0313,0.537,0.0,0.0402,0.643,154.151
It's Too Late,'Willie Hightower',,spotify:track:0DtWmNf97nAnwBhKbpxGKP,168373,0.266,0.286,10,-16.762,0,0.0332,0.579,0.000284,0.121,0.517,153.465
Marjorine - Single Version,'Joe Cocker',,spotify:track:7mqK6YCqBserETgUYy2bUg,158387,0.581,0.417,0,-11.484,1,0.0348,0.821,0.00437,0.246,0.569,122.448
Work It Out,'Hannah Williams', 'The Tastemakers',spotify:track:3qJsYJWwTutJuXlaEhsnta,216613,0.619,0.262,11,-8.338,0,0.0397,0.559,3.73e-06,0.0865,0.577,127.598
Black Man In A White World,'Michael Kiwanuka',,spotify:track:0Ea9KxoTsexAqMmUFxe2id,258939,0.62,0.837,7,-7.85,1,0.108,0.486,0.000239,0.0664,0.668,103.572
Love Wars,'Womack & Womack',,spotify:track:26e26h5LqOzrt4ncspDSc7,359093,0.83,0.57,4,-10.152,0,0.0449,0.0695,7.92e-05,0.294,0.906,121.258
Breezy (feat. Zoe Penina),'Scooter Island', 'Zoe Penina',spotify:track:3AzoIf1Kv6C9Ti34Zv9Al8,249104,0.762,0.452,9,-7.237,1,0.0455,0.103,0.0101,0.555,0.666,103.992
Young You,'Kakkmaddafakka',,spotify:track:6WIGlTgbxYRDLvmdVZI1aH,220621,0.641,0.734,0,-7.609,1,0.0275,0.265,0.00532,0.229,0.523,112.379
BRNT (feat. The EMEFE Horns),'Magic City Hippies', 'The EMEFE Horns',spotify:track:4teYxVXijMtSFMqNgf8m8z,268439,0.767,0.856,5,-5.19,0,0.0683,0.0707,0.112,0.194,0.892,95.997
Rock Bottom,'Jack and the Weatherman',,spotify:track:0G4XkMJjhpVmoQSA0allFE,236533,0.651,0.527,10,-12.402,1,0.0331,0.459,0.00125,0.0679,0.662,153.964
Brother,'Jack and the Weatherman',,spotify:track:0fXlipr7zp9JJxTnveasY6,212360,0.518,0.377,11,-9.699,1,0.0282,0.555,1.79e-06,0.253,0.147,159.216
Captured,'Jack and the Weatherman',,spotify:track:7brbBK2hTZwugu7LNTHVeV,221720,0.715,0.481,0,-10.675,1,0.0349,0.798,2.82e-05,0.125,0.494,91.857
Written,'Jack and the Weatherman',,spotify:track:7FOtxKon1ZaQC9uTty7BWg,204413,0.62,0.431,2,-12.296,1,0.0282,0.512,0.00305,0.123,0.333,86.988
Sweet Sunshine,'Douwe Bob',,spotify:track:4KSSe0aAoGPiRacSqgAF9W,182717,0.597,0.881,4,-5.827,0,0.0394,0.0968,0.000237,0.373,0.624,128.777
Look Closer (Can't You See the Signs?),'Saun & Starr',,spotify:track:1sRMAwnMof3QKWAEA8hePd,225347,0.597,0.668,10,-6.893,1,0.0389,0.21,0.000131,0.0614,0.874,91.881
There Is An End,'The Greenhornes', 'Holly Golightly',spotify:track:7aHMTN6QuGwUP0z4Vvu8Z7,184893,0.699,0.521,11,-6.734,0,0.0268,0.148,0.000952,0.133,0.793,107.053
Trippin,'Rilan & The Bombardiers', 'Rilan Ramhane',spotify:track:3VkqWEYlHgZriAsqphByIP,274619,0.767,0.528,6,-7.91,0,0.0357,0.189,3.13e-06,0.0955,0.799,95.002
Lesson Learnt,'Aaron Taylor',,spotify:track:0ibr9W60zg3lSVIClr2tWG,138395,0.662,0.762,8,-6.545,0,0.224,0.206,0.368,0.0647,0.9,172.212
Barcelona,'George Ezra',,spotify:track:1yJZwBqTyGTB7mz8nZyiel,188960,0.629,0.577,5,-9.306,1,0.0306,0.293,0.00115,0.109,0.171,93.997
If I Gave you My Love,'Myron & E',,spotify:track:6sn23Bq65JRQJXtlQePSyo,203400,0.512,0.564,10,-5.892,1,0.0316,0.279,1.54e-05,0.133,0.395,94.498
Let's Go Everywhere,'Medeski, Martin & Wood',spotify:track:4wZgOnBLsNYEjHuLhPwlRN,211733,0.571,0.705,11,-7.838,0,0.166,0.632,0.0,0.312,0.846,171.891
Don't Ask Me Questions,'Graham Parker & The Rumour',,spotify:track:3zsLNrl18Um1i0TawERfOE,337147,0.601,0.523,11,-12.2,0,0.0281,0.0642,0.000369,0.275,0.604,105.084
Moses,'Elizabeth Fraser',,spotify:track:7a0TQDgcnMCBL64jckgJLC,242494,0.658,0.595,7,-8.508,0,0.0268,0.134,0.611,0.125,0.39,93.998
Please Come Out,'Alexis Harte',,spotify:track:2GEOval0jXDOu7i1L3BCa1,182253,0.835,0.509,10,-8.512,1,0.0573,0.154,0.0,0.103,0.762,116.032
Mad About The Boy,'Dinah Washington',,spotify:track:52AHpKO742FGsjqXrFJhBk,166173,0.348,0.293,1,-9.566,1,0.0329,0.824,0.000177,0.168,0.268,150.932
Love No Limit (For Lisa),'Ernie Halter',,spotify:track:3cHaDV8U7srUIF4MeBubXf,185493,0.626,0.289,4,-11.412,0,0.0846,0.219,0.0,0.0963,0.596,83.767
Seen It All Before,'Amos Lee',,spotify:track:1aauOIvm1eaLxf8cizgw30,255053,0.555,0.215,2,-11.355,1,0.0334,0.442,0.000125,0.115,0.143,126.41
Rusty,'Hein Cooper',,spotify:track:5atdAPpoW3FEx1l06UQ6aX,198582,0.87,0.572,6,-7.667,1,0.039,0.16,0.00282,0.0993,0.854,119.98
